COSMIC_ID,Gemcitabine,GSK591,Palbociclib,AZD5582,Vincristine,Podophyllotoxin bromide,UMI-77,Ribociclib,VE-822,PRIMA-1MET,EPZ5676,Erlotinib,RVX-208,AZD6482,Entospletinib,Pyridostatin,OF-1,Alisertib,PF-4708671,Linsitinib,Crizotinib,IWP-2,5-Fluorouracil,SB216763,AZD8055,OSI-027,Docetaxel,PLX-4720,AMG-319,MK-1775,Ulixertinib,VX-11e,Pictilisib,Oxaliplatin,AGI-5198,NU7441,Camptothecin,Afuresertib,ZM447439,GSK2578215A,AZD3759,Cytarabine,PD173074,Lapatinib,MK-8776,ABT737,GSK2606414,Cediranib,P22077,Niraparib,AZD5991,Obatoclax Mesylate,BMS-345541,Epirubicin,Telomerase Inhibitor IX,Gallibiscoquinazole,Sinularin,MK-2206,Afatinib,MIM1,Vinorelbine,SB505124,Teniposide,Paclitaxel,Mitoxantrone,AZD6738,Sapitinib,Dasatinib,Wnt-C59,Leflunomide,AZD4547,NVP-ADW742,LCL161,LGK974,I-BRD9,Vinblastine,Sabutoclax,Doramapimod,AZD5363,Carmustine,Taselisib,Cyclophosphamide,Venetoclax,CZC24832,Zoledronate,Vorinostat,ML323,AZD8186,YK-4-279,MIRA-1,Bortezomib,AZD5438,BIBR-1532,I-BET-762,GSK1904529A,AT13148,GNE-317,WZ4003,Elephantin,AZD2014,AZD5153,Topotecan,Dabrafenib,Ipatasertib,JQ1,EPZ004777,Nilotinib,Ruxolitinib,Dihydrorotenone,Talazoparib,LJI308,OTX015,PCI-34051,Selumetinib,Olaparib,VE821,Rapamycin,AZD1208,PFI3,Tamoxifen,AGI-6780,BI-2536,BMS-754807,Dactolisib,Uprosertib,Axitinib,Tozasertib,SCH772984,GSK269962A,Buparlisib,PRT062607,Alpelisib,LY2109761,Fludarabine,WEHI-539,KU-55933,Navitoclax,Sepantronium bromide,Entinostat,Daporinad,WIKI4,Ibrutinib,Osimertinib,AZD1332,AZ960,Trametinib,Nelarabine,MG-132,PD0325901,Dactinomycin,Luminespib,Acetalax,Fulvestrant,Savolitinib,Gefitinib,Sorafenib,Pevonedistat,AZD7762,Temozolomide,Foretinib,MN-64,Staurosporine,AZ6102,BMS-536924,Dinaciclib,Wee1 Inhibitor,XAV939,RO-3306,GSK343,Irinotecan
ACH-000001,2.8268769641953324,5.48793298898341,6.020365050588687,4.330046426835208,-3.5435444717413014,-1.232846528662999,2.0808244373536047,,4.652500504244145,4.56550084698722,6.085005888546696,2.213251750318899,5.65262737175697,,5.100706821253752,4.251876328485466,2.4399285299509086,4.258601867347301,,4.555662011379644,4.465643992914333,2.811729967107901,5.259981820678183,,,,-3.9069509203379376,5.3709087493775005,4.083151598197304,-0.2494098291285789,3.339024290061877,3.931977483797038,1.1068342367606736,5.742135307880408,4.141483019022232,,-0.2677949723757559,2.3353671872508106,,5.404365769293464,2.6191157416743014,3.0331148618942514,4.822175663345081,4.638173643985224,4.377918846492984,2.875623477803789,4.345666068683856,1.8515535006456711,4.38216440624167,5.419512951232614,5.657709442244633,1.7346162696690388,4.2121168064304095,-0.521242490701932,0.4074126800381375,3.0602963034522555,4.54439563209518,2.6593873278634943,1.6036184270434888,2.408262901204349,-2.630302528319919,,1.8248973834608189,-3.1135823706553736,2.1369412194563187,2.701477346088995,4.002419081664899,0.3760993106060464,3.997981812670081,5.258183522000961,3.01672393828222,5.010264852510465,4.188354243308342,4.238098763739113,5.09955519374114,-4.998142104917528,-1.174528797184203,,3.5324770175593976,6.957060487386319,2.411380344856203,4.592237089578076,1.780623643518829,5.865437383861262,4.272913383154381,2.4195012896299914,4.189799444959581,2.069054429109993,1.5925500665824712,5.882351295588481,-5.138404966900732,3.236408806159579,5.557196871796079,4.066850579317958,4.307307500973534,4.530732851671119,0.6861299394222359,5.421609698524856,3.444278749306306,3.4089930893746847,2.9375231134037434,0.6893544283960781,5.771424045772404,3.145532483036018,,5.011428028991378,4.756793603722976,5.259821367727232,-1.0743963290649756,3.50770443397364,5.331943254356728,2.846587822562646,4.483459955029038,5.817303796220672,3.741461958583332,4.5598054002398,-1.9269530706803368,5.496110349047611,5.713746120885372,3.816672272429885,4.531003977549637,,,-1.5776921877604158,2.9846461952966465,,,4.262212438121499,,1.1003953829970006,5.695679544986289,4.864823920219872,4.500635394876868,5.642719793412089,2.8399724959294668,,2.0782053840507224,-5.87351275859788,3.9121182094374367,,3.007456029604254,5.056220364174062,1.5642121425170834,4.486268420223036,4.144022006532492,2.5693661578480174,6.516824208176383,-1.65253695556733,2.2371321853503443,-4.865200724763596,-1.3278219833924068,-0.9139581152858473,2.765032813641536,2.028016892042076,3.066498126631126,2.438834836417642,2.224945153752889,0.7710116388949726,6.854101646915494,1.9779758674356247,4.256889321282637,-1.5716730109282266,3.4349434249053936,2.709948743695799,-1.5060394889164033,2.0794576014518857,5.30745619979719,,3.4866005489338363,3.8707911750374366
ACH-000002,-3.2945110734967127,4.233339795148873,2.5253946832713967,1.512571858112269,-4.646718960228164,-1.6861723088168117,1.4212079609157509,,2.957781039869888,5.772691008034423,4.355686983044703,3.0221038783354874,3.271003875148656,,4.348792804181925,4.17688796329576,0.9249103468594104,-0.7019597034960455,,1.9643485070218087,2.8657566443139264,1.776167008235854,3.006593202551802,,,,-5.691189921872169,3.698693388476296,3.706028607184511,0.3774850541897337,1.012908620466886,2.022295069037088,0.7683352492561832,1.5586337375351076,3.5595370549226866,,-4.551981342520548,3.0086490983104244,,2.06593384722122,2.035408188965657,0.232367069997882,3.5423457403982006,1.8369800737704003,3.36490219526685,-2.8220819545728544,2.624563680757269,1.9177317922039028,1.496559807871722,4.545465023190784,-2.2932113390889866,2.734109152507946,4.046455187515488,-2.761437990830521,-0.1855784913455817,1.6798473776383065,3.2516935793376858,4.129983916248876,1.82684006951386,4.272541112456888,-4.590659486291823,,-1.603552782134016,-4.939358034118763,-1.6534570034950022,2.0142023493420407,2.951666509663,2.287518169368937,3.1974502253751576,4.818403583980412,3.001342714731864,0.2588776431931286,3.8095136265745,2.2564678052744847,2.7646117377937225,-6.309962611993028,0.8039214034985886,,1.9067045133505909,5.653134662022665,1.1773364351768292,2.4306532442493096,-4.545733337019843,4.548339989485248,3.025570769673056,0.2019648939251566,3.7285546010069694,1.802980607613518,0.3077916726049544,4.000391703381684,-5.51959834816576,1.9239566322765629,3.8653717397264895,0.7548642972445815,4.8682259669075565,3.303269723555565,-0.3041031831815349,3.5800230789452625,2.439443958194732,3.5976173176389934,-0.7665437862355926,-1.3490766371008036,4.7613536177842,2.393139221551495,,4.601221783856348,1.9635900871262093,3.321813206600095,-3.9963389586902287,0.962461365078284,4.227461340797144,-0.5698755946104177,4.286482807830309,1.26088581554703,4.0770523596199215,4.745135254334298,-1.8079115212319328,4.855472521076698,4.183644275661532,2.715130977179712,2.9855088946136847,,,-1.1510342755233802,3.5143163326248685,,,0.1285669603042513,,0.3546406522829878,2.12703081855956,2.1698166554450022,4.758772409584803,1.6007377752831553,2.956083375238007,,-0.8875122874746815,-5.491304176307854,0.6504794454943852,,2.281962947926835,3.170637303466048,0.9813156267630768,4.864302647385395,0.0254906459266697,-3.4170944209392937,5.168216461160736,-1.3895441085971754,-3.1452007376797653,-5.027765920141027,-3.3358787410656987,4.871395845286467,2.3384963860346213,1.3590021214694523,3.1356979420836018,0.6465405518676585,-1.4591003463689032,0.2880815688310018,4.719357954102136,0.4820152817357321,2.018768547332939,-2.737923142540453,2.429627878265689,-0.166596044933241,-3.8714793724486034,0.836678741667655,4.270955799538789,,1.8765099414604447,0.4962031794909868
ACH-000006,,3.7639967683222415,1.61057885235873,,,,1.5826772368341115,,,,3.2673517972368016,1.712236214374083,,,,2.6958255710495096,,,,2.764836202905641,,,0.3281011956926222,,,,-5.989093157681984,0.3933880959472489,3.101489152275394,-0.8376629728107544,1.7468405610352835,1.2759559981672108,-0.3017776577186221,1.3217849718219374,3.460953393084989,,-4.079495275420249,-1.0160077246272898,,3.7828369878747568,2.0651806286739745,1.4822141453043112,3.240408973677273,1.96310060932162,-0.1560748860036174,-0.419851234593828,,0.7034683070823698,0.9626549818385528,,,,,-1.3359603045001414,-0.7337063965259075,,,-0.6069906508144519,0.2591188046545923,3.78103373731772,-4.633762489740495,,,-5.851746461929806,,0.3631373101712197,3.3943156242308774,0.4560565791166106,,,0.79972556362703,0.5310445371739854,,2.6321621294799127,1.3270453942619431,-6.371900594436933,,,0.6558470840792753,,-1.1510144261567443,4.54662686150396,0.4353259842107946,,,0.0732978609046236,,0.2991603411851676,0.3093295586773844,4.22486056794451,-5.704558046269368,,3.604351758160896,,3.264835427922547,2.487930645886946,-0.4069964812652518,,,,,,1.619209159371653,0.3931570805857765,,3.503740467418083,1.676818177776782,,,0.6912045890028673,3.279080489192752,,,,3.1534975814576742,1.9558648398643472,-3.233325866069833,,,1.8428289283657264,,,,-3.154059900221557,1.1311690156070708,,,1.3153267540685205,,-0.2690914121739077,,2.9595768241638845,,,1.4239790030914223,,1.7474263920069424,-4.197852737593985,,-6.386940696973775,4.558526199781708,,0.456803743144112,,,-1.247448381479816,,-2.3360510639665444,-0.3774496917288055,-5.56421887973534,-4.951108737795602,,1.0667673541918954,0.6984105505097418,1.66491218868546,-4.554657529547147,-4.004735467502002,-5.178988542684177,4.147921136274622,-5.380822281987803,,-6.134998543307591,1.067172001986232,-1.059872975537568,,-0.5566326363999392,,,,0.0973087150649792
ACH-000007,-2.678218771775097,4.326294056384428,1.3589416619806838,4.659890537645901,-1.7143357089077988,-1.0667888766698717,,,1.8737047368712647,3.326299144314667,4.984601225676316,,5.168445164700531,,4.366911659208804,,4.284141636290052,0.4725764380669922,,1.486029190185444,1.023730262729729,3.2646073431511304,1.7579547326843032,2.9222276788701693,-0.1764569711004767,4.451811556892282,-4.519733557455342,4.916160572794157,,-0.7840768914845581,,-0.1737723275476563,0.6758246964150236,0.934835127537474,,,-2.9450733209953124,,,,1.3478207655386747,,,,,,3.452853630954781,,,3.6544452935774814,6.132205207481276,1.2473027403798205,2.082131325782373,,,3.325785904499756,2.4778066737704885,1.0075039939336143,0.0381702608683914,,-3.535948262295104,1.3081413383382825,1.3166577424343284,,0.3615181201635183,,1.498587457983318,2.0880142073680727,5.2591314360911365,4.99017560005567,3.8528781367402174,,5.364846564391021,4.308252230911271,,,-0.2101466215363094,,,6.7576154792253496,0.6936865681783156,,,4.7976346771293965,4.340366526896869,,4.123845252171761,,,,,0.9925383266451347,,3.080747549550636,4.283025527188074,4.320393442858477,,3.127563870069723,1.9323615554719384,1.2801271144488369,2.0639943751075287,0.1518375957492561,4.236313816549664,,,5.671421795085472,,5.100138489983218,1.933910946294724,,4.595352457518724,1.9810480784106843,3.372943479376556,0.5080424433013239,4.151497205379683,2.736650618743794,-1.3482328645435318,3.6627467188365896,5.551811535874096,,4.343255821661988,,-1.2379024151036864,,1.2617211673814337,,,0.0198522710465876,,,2.407607915198793,3.085070081623576,4.759768640674724,3.4396935531137687,,,2.414872752087176,,1.3165718868621996,-3.8947438308940217,,4.700259261348529,,4.476979690918304,2.5636978065299725,-5.10047351564684,6.609890972154255,-1.4152949773289925,-2.9025738479896064,,-3.7440726328135328,5.297240096864706,,,,,,0.6318465206276603,,,4.897159013469462,-2.353597295478411,0.8085031476052196,,-2.929152692010869,,4.414469237119618,,2.990911947025225,1.7461985865369145
ACH-000008,-4.539650425415809,4.984583803223281,3.2137078400353625,-4.75428321170886,-2.633786985185784,-1.3814784724712943,2.44847114980488,,4.610135954474716,3.226426427861083,5.273748434956789,1.7663804678057806,4.932232358803382,,2.9045794638164573,3.5154135103948843,4.826841880313896,1.29575519209862,,4.762974961152392,2.405516747760206,2.8227694355379174,4.0533630716318445,,,4.563630666927107,-5.616372887579431,1.3072817158439771,3.291474871650534,0.0865548083610669,1.3121442196037931,0.979315744144295,0.7919292021509814,4.089996120352181,5.200893975854908,,-2.864102845395568,2.224938757743883,,4.772979271667237,2.6644551255568985,0.4420265064084064,3.941214041118756,2.4293743234227274,2.772226072987406,0.4796879930418158,2.399680022541215,2.033417370811132,3.1856084407896623,5.127169494348958,3.964178708628832,-0.041249748396543,4.73449409545134,-2.203894699652527,-1.0116895580093166,2.6275183155751054,3.0525654238316453,2.716913087034138,1.479529411779275,3.861453269967368,-4.478529461385089,,0.2310419926455165,-3.940123501755564,0.9479002899192904,0.9472841184104042,5.015119925258691,1.6640547908855028,4.988599050596462,4.851493666292363,2.996029949628441,1.9193743460954469,2.458516455853446,4.636903490563905,3.731709318085336,-3.979771254676927,-1.1368602366363676,,1.741830718781616,5.7051243009754575,1.5692514995072553,5.431703404582941,1.3072794243967327,4.351820255173555,3.7857436523377737,1.5039955348335672,4.795137508438976,1.886248129642184,1.800479349482195,4.2745999442024205,-6.875024773389289,1.2360176894350916,4.495692268396716,2.316791049335471,5.040487022171025,2.845621875954174,-0.0837465018948626,1.9794639476609537,2.4006777986249763,0.5909585383998913,0.4280221278909377,0.1033902750353843,-1.178810358975632,3.5517899414759486,,4.301459660690751,2.781480228702036,5.04019583100547,1.5769468225581993,2.749445731745076,3.831844547620882,1.3289913073362634,4.266102815198044,0.9053615460767788,3.7176424218391504,4.6388073402361245,-4.446921954334419,4.591929613234381,5.580215099461452,2.413903775141113,4.171821494194425,,,-3.4040081099873465,1.4034843161388622,,,0.6932802501607519,,0.265334586870041,3.699890545963018,3.884018364722921,5.770799779249366,4.594366745652065,2.3291080801533006,,1.5947445457283405,-6.08191084020843,1.2955657495133832,,3.6036830905547226,5.886853811030444,3.032213910727155,3.06783935816643,1.7964392307920116,-2.5657889878958127,6.187498142526282,-3.328349468986336,-2.1678059062189607,-6.854536783210215,-2.0289877902083666,6.748140610054572,3.330735399260275,2.3382345762291226,3.476112541713984,2.417258954975265,-0.2689350040890705,0.2619292219253005,6.116718637141127,0.3980925753625762,4.754139839738844,-3.1752801604250784,1.253157426777626,3.0226461244968847,-3.3101034792089825,2.2132238856991417,4.0592554134780965,,2.035066544283891,2.401776782354251
ACH-000009,3.020376031313539,4.244614516309361,6.165613920640507,4.698937368563212,0.0282205040849168,0.759784664349824,1.6894096377874683,,6.154741234139373,4.123238545280578,6.362109489938849,3.0317848110566628,6.200016652417547,,2.8662542370965087,4.677309931704199,3.7053959013572455,5.5127488324440606,,4.026819601117661,4.225673305690815,4.059396533891495,5.550324496295472,6.141490246344963,0.9463242765231876,5.9677266167628815,-2.1501063525483968,5.260426305097113,6.813383039642377,1.7734486708580883,2.4664895413315047,2.777847049940487,0.5167148624140072,2.6124023784339507,5.62549577320091,,0.5038852523574159,2.63886692659134,,5.206629811502577,2.7052931062380856,2.8767328235416127,4.604572594348103,3.292082931512958,6.038268163534182,1.6613580431251564,4.1494877213220445,2.196818946233562,3.5920327846851223,6.204635236584358,4.772340058176217,1.2222828567405557,3.487542934269135,0.8008409443357748,0.2809145539009988,4.406994683852375,4.2755003129360265,3.542028200865316,3.0807883415167114,5.230291538780214,-0.2343690930955438,-0.8531533568354959,3.0626821569632274,0.8192293586065189,4.103011881943641,2.262830665596008,2.1364812738995016,1.5962881830311233,2.7083576077099294,5.975426830255192,6.366354907240647,3.1003955920601927,6.164320481332829,3.8869071735980567,5.288070436730734,-0.7097982672305605,0.388461923616599,,3.3831300404068028,6.487062862669142,1.5724753863725776,6.7703373008639725,3.0551116178731927,6.291226979489462,4.469440365694632,1.512306979983756,4.7142767903716685,-0.1086702544335046,4.137553207859703,6.694964954172028,-4.766773010212682,3.6424134394724135,5.507559418828902,3.8302764747149616,4.501002208719331,3.1202201115697634,-0.7596424477341387,4.294761991166757,4.083549543235503,1.1583900467581658,2.344647807754956,2.7894961041545345,6.242857603434918,3.714813292105007,,6.478266486002808,2.623224885538729,6.148426398686626,0.319344939406383,5.451750006015438,6.252127966584641,3.583322318526109,4.946717780233953,2.9330310257673484,6.99993535643345,5.764498275260026,-1.3705859782127765,6.695749193254104,6.299494785646028,3.624647694679052,5.192667637435869,,3.558725615755028,-2.5375628777369275,4.288310910390246,,,2.559281007918341,,0.4366434966891769,5.509747839632888,4.15726147882656,6.936229285747415,5.807403045182311,2.769831450893216,,1.2494441359090622,-4.333001026326719,2.964913786628834,,2.948490978659829,3.271087978622319,1.7196117967513989,3.27381919597719,2.5685228311774626,0.4844498208980482,6.555639189176337,-1.6534922828325611,-0.3011736648320846,-3.992879925238188,-1.8429999358858145,3.385496628339592,4.6238550751646645,3.1545308001597703,3.892401050193728,2.9249545947723714,2.7009376081351872,2.985642701693524,7.066957032266098,1.9910593191861028,6.65202036383091,-0.4865236500204097,2.8255557295194214,5.08229804437322,-2.0038361520599044,2.713606157249596,6.407338231062735,,4.590871220160419,5.842383405916926
ACH-000012,2.639003518743717,4.310372659889049,6.745139149985794,2.958153970795514,-2.03294376760404,-0.4442214832370948,3.477455528590745,,5.476812613059019,5.9590892253465295,5.805312169414525,-2.737113052970683,6.266363193482604,,5.197482068011828,3.298831912104661,3.6426410627547807,2.7932585605339546,,4.77203161137259,2.908261558992847,1.8799116213001343,5.562045150313131,,,,-3.2810039762536944,3.289286277212672,4.750494791380224,0.7957936355335277,4.988108601659803,2.965182620091566,1.5723371242789332,4.104458019621183,5.64909461668777,,-0.6084202709099577,4.1139630534809095,,6.035867014032076,-2.6066266365304385,2.241575216355721,5.630354221860653,1.1177769275348617,2.211272049074235,4.361368336992182,3.825045684610649,0.0308180299075572,3.328899814462211,5.332017397168567,6.649096549035559,1.417069954766654,4.377807180262871,0.2364605664977637,2.276599191428731,2.7677094052431648,3.0740289502286,4.092007414719629,-2.4119063593550614,4.968147430303212,-1.8470068615102568,,2.5040678706317427,-0.132427432144236,2.161686232250281,2.478674785062848,,-1.338701543026704,3.881761940081735,5.410984271667507,3.342005714872101,3.8749010054823225,4.099396850966407,4.217465224294635,6.939930531962168,-1.3969796695745609,-1.2254844390205557,,4.194479658244688,7.337460526438192,2.448196742334667,6.98134358841812,4.056046642238122,5.464333984928466,4.891088921422424,2.540680724337693,5.793458615506098,2.954681690012924,4.183414309089336,7.092575768305113,-4.759751103428743,2.56532560405781,5.121608002179206,4.077828034913012,4.763489217813921,3.638978318215478,0.6642797880114103,3.0845666086695966,4.093673197941473,3.0898387696212035,2.8376291621445486,1.3663585808006342,6.407621594731363,4.400021760787729,,5.729345098435792,5.187421716143338,3.685892694619503,1.8970997195079289,5.384836901297945,6.101711952778526,6.286585765985506,6.441270544548898,-0.2678955431543771,4.760446211551448,3.06309983918831,-0.4723807757328606,5.76834520983036,6.087822910166452,4.108830812148671,5.20705922543975,,,-0.7601816233090413,4.158913078580022,,,1.493099208914122,,1.6950991960917168,4.572818781871868,4.220316400284057,5.279427326213938,5.570584588272505,5.272257630475069,,1.724879239049326,-4.603707291023063,-0.0630396793437129,,4.1184687508465645,4.8855265643082735,-3.5970259805639992,6.606721859065544,5.00103742351916,2.2398384307518007,7.183701692421794,-1.8755426647122608,-0.4842092595762088,-4.746565160089827,-1.186004772314918,7.189001346350121,3.6698563865123592,4.351066018813934,-2.741923602169406,3.843518911666192,2.3092686860206104,-0.2631131869276603,7.101203797437961,1.2079679987061267,5.84041410428787,-2.201960241533895,2.731344778807655,2.05526147142199,-3.046839772534451,2.783691751470367,3.156941276384356,,3.6247281656665695,4.108367979991352
ACH-000015,2.3730450669979115,4.869234071560241,3.004606612692214,1.402213384697826,-3.9361400647809095,-1.5094110682989743,1.5150018702986827,,3.029056506567012,5.563997955833496,5.159839016229701,3.5094557843274035,3.8407930860336417,,4.2887333655334725,2.3527404245738994,2.075028855818803,0.5390962371110725,,3.0016204453491544,3.659909857110514,2.094106296786322,5.224634932394259,,,,-5.492923211523407,3.114760923632226,4.91954673947228,0.754954538341773,1.8902760551598528,2.218554017384519,1.9647400902566872,3.751561384015816,4.458759215317186,,-2.0812196586140663,3.6334072747805135,,3.6931697319608574,2.961822384739424,1.1616863535267148,0.3708855779319444,2.4863977169412133,3.3299572665435497,2.177371488865621,2.760077178985504,1.1032944979314334,3.345144399405385,4.758973744690623,-1.1364364710605634,1.3254093729463108,3.6544150904432047,-1.1452616012182042,-0.0001283327941212,2.8324025748107915,3.900854577368349,4.068319384347721,1.986477521825657,4.029323723508225,-4.518785455861958,,0.3713702579463908,-4.651601489317158,2.535077598307349,2.336259574685952,4.880330966555041,3.72515471079142,3.4332667364859404,5.5185365070951375,-0.7425744774683974,3.7910531101031135,5.184706040062691,2.346251871384041,4.052271917970366,-5.190813982247708,-0.4040714758364266,,3.7502862017200793,6.009020735946708,3.930558568956179,3.924449907388339,1.7831475415788285,4.655035918876218,3.5605800670777272,0.7175716566794149,2.741524944833388,5.131716782446891,1.415935107707066,4.802261046757859,-4.402654889065733,2.006714597095944,5.135191855884365,3.014173745585363,4.008773282980765,4.496002151550517,0.4997573962752449,3.3028613027866487,2.7290301982758582,0.2077548508715248,2.748764755481483,1.0030599737718802,3.9236694461867216,3.703748077993167,,4.500249866024132,2.901177206533892,3.85409180659702,0.0478646176855874,4.165259964802491,4.670538201014083,2.864400081599984,3.849196704890888,3.0212550475840207,3.047901536129592,4.378771881237774,-3.427894294004396,4.452495376287586,3.652124523697696,2.824659131055635,2.206538251096079,,,-2.659813606215291,4.882471804625418,,,1.6672128427796329,,0.6960626498394227,3.0551042983326235,4.612527658443256,4.800263882838466,4.320296875460808,4.724558297949232,,1.5316427067288216,-6.069957928235359,2.9711556982129266,-4.273871628098234,3.469428612759289,2.5793992411801927,1.8472169473049835,0.6778801857401358,0.5713313221109309,-0.0144837035235984,5.883232625863553,-0.8994234055436141,-0.7235639591686313,-5.184745486678165,-1.1297342142290177,3.5113361066451385,2.0912057680934493,2.8728074646224178,3.10629337130384,0.9220226064373588,-0.2013037606292967,0.7020174434525867,4.991261554618004,0.3215731351216964,3.4918569938691664,-1.6534494604425092,2.956349157697596,2.187900262025,-4.114346959401855,1.343264875338683,3.9721002642945007,,1.61141760324444,2.282242809381654
ACH-000019,0.4600493281479905,4.976689916745817,3.768086658084816,-0.5981404293072864,-0.93011049693225,-0.264880943939392,3.863279035812564,3.027614053862895,5.337488682645622,6.888847826317924,6.350102318550841,4.069874949522341,6.000222505244394,2.39460507729604,5.697590913642848,4.687606154015166,3.28421888996328,4.482444054679321,4.44210382955588,2.9571676605259967,6.269226531951207,3.1839185155192165,3.580482157518639,4.384055871823129,-1.1848271228891596,0.7355871592520131,-4.507188227186758,6.081970200631609,5.38339054374844,3.968647920812935,4.076503891476981,3.7320044245109374,-0.5125416111901616,5.380027117899969,4.440513757042549,1.8408307187986896,-1.1261695993095708,2.7872700276539506,4.210108018294723,5.719072946978177,3.732834517545656,3.829049150960744,6.773573110338145,2.453294620137008,5.3176578841468825,3.1894258260776045,5.154025230214304,3.7577204132912416,5.442672275256084,5.67678330134817,0.8523865353477309,2.5505414897207648,5.168816691661595,0.0188363210146988,1.054809660154532,2.202171161813373,3.62053140685063,2.5772858356467454,3.625707293883481,4.813258189832257,-2.338433713140877,,4.036008709767075,-2.6875666270749465,3.1353612856023965,2.849860361579799,5.648806160474945,4.806509095391932,3.686547353030672,5.549278231591272,2.8131659737566475,3.873230820103696,5.956790140045042,4.478584833725607,5.642593061124289,-2.060328804746876,-0.112905815326097,4.302933112770406,3.735658009168336,6.927248678781464,1.2548854869933634,5.4457602431103656,3.130154215928384,6.076580740115313,4.446151607530364,1.3210642299556263,4.440560433996078,3.134888442272782,3.5579113990816005,6.277432126722164,-4.976710242816907,3.1605453938433894,4.671949296923088,3.0910458372738194,4.951470383073973,2.785723214610712,1.471481010113948,5.803128388948952,3.788454002269489,5.007030387508983,1.2594091974159098,2.3171287451699287,4.490641143547841,3.1279577384996595,0.7136232107941626,6.087058011703232,2.4485694680497043,5.5306815892535255,-3.1361453708547806,4.3622350402724335,5.1525396238199885,1.9451583688759928,5.795979286950312,6.243962945723929,5.653818051969794,5.551817809206844,-4.494175444901292,6.015549039010545,5.4204607066228485,2.87419430969304,3.9097599506250926,-1.0586437937227744,,0.4892105400451248,1.7109308692603842,2.7197617497661537,3.404465866966218,5.278363826473077,2.681575207367596,0.7276181528760155,5.695618113531569,2.255419546065522,6.011092281744864,6.3201282793575855,4.222095243650997,5.512393818857385,1.4641228819856993,-5.70141904258,3.638876338065472,,3.205974132502772,6.228687159404505,2.687532461392274,4.331877563146001,5.497601335055065,3.891328343092975,6.7814029269968845,-1.62680695079407,3.326673223366536,-4.08930079547364,-2.263286999703852,-0.4799268122693415,0.0248102398266039,1.4016125289517891,4.602769655084988,1.8319961097171,0.3459396438534408,1.928976988457276,7.2498571502961555,1.2697131332063127,5.585007641746995,-1.662311525047707,2.861181214574739,3.928561020518104,-1.2078477705064186,2.2892515612665054,5.685753563155367,3.197329991303319,3.143037603926684,5.4414120511070685
ACH-000020,-3.2391487477178287,4.68644359472683,2.6372162466654725,0.2954538080979703,-4.963382650986293,-1.0951857532644806,1.266233403315649,,-0.7267223844672223,2.7153563193538903,4.959891587348157,1.2566185539072925,3.2237583235740472,,2.976672598133189,3.3009356241604104,4.548063506923052,-0.1565284947987231,,2.070969585945594,2.8757078719690887,2.284654502762227,3.162204321440208,,,,-4.064077158266306,3.2447428161618825,3.461033597406906,-0.365059265270956,2.231707398619758,2.657239696095487,2.103354287909406,0.0102039508110498,4.430186641129818,,-4.695120592147608,2.070708827733822,,4.671572397074812,2.5368374148883133,-1.5615719787038695,2.56810580981953,2.675940312797326,1.4115531569194928,-4.637617045565138,1.6605334233293487,2.603580397402978,1.7490092864708249,1.7758326300997482,,0.6221944467897303,1.803774069105976,-2.747624451666671,0.0212352296945134,2.383875235580404,2.5958038921057534,2.907843916713772,1.5733903448670683,1.3314060894538655,-4.7300899649247015,,-2.053040662053709,-4.099198951709668,-3.6802888942439234,0.2476152841930288,4.532323090157358,2.792951052191502,2.591100836432992,4.384610217102225,0.9682543068118628,1.0340454537981487,4.686061946663486,2.7229182663660803,2.5665764400522613,-4.453225293173197,-3.0048987027166207,,2.64321615182412,4.67475160211674,2.8963447338952104,4.618032087407616,-5.88672373561688,3.8869844403187903,1.8080950276492955,-0.1737591507743698,3.2383924883862467,2.2366164387527285,1.4606515379654754,1.9103717832690976,-5.764062696835191,0.9506235060821968,3.0041840283018044,0.3460297458894698,3.3982287978510537,3.0145713032059738,0.7158126254437721,1.969740602017201,2.0795146436378054,2.683543550247647,-1.5308987449596836,-3.4157026668126647,3.407982200587908,3.2098902889552687,,4.545678597738338,1.842168013540254,4.446425977646406,0.6111311712086993,0.0688210714176303,3.538327337987623,-0.1666066662642668,0.7407151641605565,4.582267430994176,1.7446038754236952,3.3114895242080378,-2.273847954096889,4.4890333992528,3.933724745402869,1.7462213161244098,3.6684157708028553,,,-1.0436726734589303,3.577232706663372,,,2.937929520256156,,0.5933060973664164,1.615059953886515,2.2863754373548537,3.73574353116966,0.6643423705479182,1.5799554491872,,3.3564881225657195,-5.909623576535537,-0.7008174787385122,,2.7874532415200086,4.68646032857445,1.1480139340653186,4.26442150949062,1.2004489521077786,1.614577389020711,4.991702669365295,-1.4429188370973294,-0.1475398875915154,-6.797341815153456,-1.7403622595041472,3.7786065617643088,1.9414645064845453,0.4967270921431792,2.822702701053289,1.636342677901198,-0.811195541819428,-0.8014338573842436,4.388784647375401,0.7209786958872773,4.641446885240071,-3.310771683858008,3.0552282760664915,0.6244455916643273,-3.8719928108409336,1.0135865651603924,2.7812534593088727,,2.0854531765225848,-0.0228099587512216
